cust_id,age,gender,marital_status,education_level,employment_type,monthly_income,residence_type,city,state,application_id,application_date,product_type,channel,requested_amount,tenure_months,account_id,account_open_date,current_balance,emi_amount,bureau_score,total_accounts,active_accounts,overdue_accounts,recent_enquiries_6m,broken_ptp_flag,write_off_flag,legal_case_flag,ptp_kept_ratio,default_6m_flag,snapshot_date,credit_card_utilization_pct,past_due_accounts_count,recent_loan_inquiry_flag,repayment_to_due_ratio,early_repayment_flag,bureau_score_flag,dpd_m1,dpd_m2,dpd_m3,dpd_m4,dpd_m5,dpd_m6,dpd_m7,dpd_m8,dpd_m9,dpd_m10,dpd_m11,dpd_m12,default_flag,dpd_max,dpd_avg,dpd_count_30plus,dpd_count_60plus,dpd_count_90plus,dpd_trend_flag,emi_vs_income_ratio,salary_credit_regular,behavioural_score,pos_transaction_volume,mobile_login_frequency,overdue_to_total_ratio,active_account_ratio,enquiries_flag,risk_score_band,high_enquiry_interaction,overdue_flag,total_account_bucket,low_risk_band_flag,bureau_score_bucket,score_enquiry_score,accounts_gap,enquiry_to_account_ratio,overdue_normalized,enquiry_3plus_flag,average_balance,minimum_balance,salary_credits_3m,emi_bounce_count,account_tenure_months,emi_to_income_ratio,min_balance_ratio,low_balance_month_flag,salary_credit_flag,tenure_bucket,emi_high_flag,low_income_flag,emi_normalized,balance_utilization_score,salary_to_emi_ratio,emi_income_ratio,dpd_month1,dpd_month2,dpd_month3,dpd_month4,dpd_month5,dpd_month6,obs_months,dpd_sum_total,dpd_std_dev,dpd_count_60_plus,dpd_count_90_plus,i,dpd_30_flag,dpd_60_flag,dpd_90_flag,months_since_last_dpd,dpd_rolling_3_months,dpd_escalation_flag,dpd_peak_month,dpd_high_flag,ptp_failure_flag,disbursal_gap_days,disbursal_gap_weeks,disbursal_gap_category,quick_disbursal_flag,very_slow_disbursal_flag,digital_channel_flag,in_branch_flag,channel_code,long_tenure_flag,short_term_loan_flag,ultra_short_flag,tenure_category,requested_bucket,high_requested_flag,low_requested_flag,active_tenure_months,account_age_bucket,account_fresh_flag,account_mature_flag,loan_cycle_position,channel_online_flag,tenure_category_flag,high_utilization_flag,low_utilization_flag,moderate_utilization_flag,utilization_bucket,utilization_score,credit_segment,utilization_to_limit_ratio,utilization_weighted_score,util_flag,utilization_band,loan_size_score,short_term_flag,long_term_flag,requested_per_tenure,loan_burden_ratio,application_month,application_year,festive_season_flag,financial_year_start_flag,end_of_year_push_flag,tenure_to_income_ratio,amount_income_term_score,high_stress_combination,short_loan_flag,long_loan_flag,bucketed_tenure_group,disbursal_load_flag,request_term_ratio_flag,clean_repayment_flag,ever_60_plus_flag,ever_90_plus_flag,recent_dpd_flag,dpd_escalation_stress_flag,recovery_ratio_flag,poor_recovery_flag,recovery_gap_score,effective_recovery_bucket,recovery_success_flag,ptp_broken_flag,ptp_compliance_flag,ptp_failure_history_flag,clean_pay_flag,ptp_repayment_flag,dpd_escalation_flag_alias,ptp_gap_flag,internal_behavior_score,risk_band_code,manual_override_flag,behavior_stability_index,low_bureau_score_flag,high_bureau_score_flag,bureau_score_bucket_50,bureau_score_bucket_100,score_band_segment,behavior_score_gap,behavior_agreement_flag,high_behavioral_risk_flag,behavior_bureau_interaction,avg_combined_score,internal_risk_band_flag,dual_low_score_flag,risk_segment_score_flag,external_override_flag,stable_behavior_flag,risk_band_indicator
CUST000303,35,M,Single,Graduate,Salaried,16049,Owned,Ethanside,Arizona,APP000303,2022-08-21,Home Loan,Online,414704,24,ACC000303,2020-07-19,288260,18143.3,606,3,3,0,4,0,0,0,0.46,0,2022-12-31,69.11,0,0,1.17,0,1,0,0,0,0,17,0,0,0,0,60,0,0,0,60,6.416666666666667,1,1,0,1,1.1304941117826655,1,678.4239737009268,8,6,0.0,1.0,1,Low,1,0,B3,0,600,2424,0,1.3333333333,0.0,1,60000,8000,3,0,24,0.8899961445,0.1333333333,1,1,2,1,1,18143.3,3.307005892,0.8845689593,1.1304941118,JAN,FEB,MAR,APR,MAY,JUN,6,180,37.947331922,2,1,7,1,1,1,0,150,0,JU,1,0,-784,-112,Fast,1,0,1,0,1,0,0,0,Medium,8,1,0,60,10,0,1,Late,1,0,0,0,1,6,0.6911,High,0.000166649,414.66,0,6,25.839865412,0,0,16588.16,1.0766610588,9,2022,0,0,0,0.0014953271,620.11813084,0,0,0,2,0,16588.16,0,1,1,1,0,1,0,-0.17,11,1,0,0,0,0,0,0,0,681.49906543,M,0,73.105400498,0,0,600,600,Medium,-75.49906543,0,0,412988.43365,643.74953272,0,0,0,0,1,0
CUST000304,67,M,Married,Post Graduate,Salaried,49740,Parental,East Christopher,Maine,APP000304,2022-05-27,Auto Loan,Online,258910,36,ACC000304,2024-05-12,288384,7551.54,382,6,4,2,3,0,0,0,0.25,0,2022-12-31,16.41,3,1,1.08,0,1,0,0,0,0,45,0,0,0,0,0,0,0,0,45,3.75,1,0,0,0,0.15182026537997587,1,658.5683141138214,8,6,0.3333333333,0.6666666667,1,Very Low,1,1,B6,0,350,1146,2,0.5,0.5,1,60000,8000,3,0,24,0.2969240776,0.1333333333,1,1,3,0,0,7551.54,7.9453992166,6.5867359505,0.1518202654,JAN,FEB,MAR,APR,MAY,JUN,6,180,37.947331922,2,1,7,1,1,1,0,150,0,JU,1,0,-116,-16,Fast,1,0,1,0,1,0,0,0,Medium,5,1,0,14,2,0,0,Early,1,0,0,1,0,1,0.1641,High,6.33811e-05,16.41,0,1,5.2052673904,0,0,6997.5675676,0.1445907608,9,2024,0,0,0,0.000723749,187.38585875,0,0,0,3,0,6997.5675676,0,1,1,1,0,1,0,-0.08,10,1,0,0,0,0,0,0,0,575.18479843,M,0,76.092834529,1,0,350,300,Low,-193.1847984,0,0,219720.593,478.59239922,0,0,0,0,1,0
CUST000305,55,M,Married,Graduate,Unemployed,29292,Rented,West Georgeville,Virginia,APP000305,2022-08-05,Auto Loan,DSA,309140,24,ACC000305,2024-02-06,28978,13524.88,402,4,5,2,3,0,0,0,0.05,0,2022-12-31,24.13,0,0,0.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.46172606855114023,1,629.8375693412977,8,10,0.5,1.25,1,Very Low,1,1,B4,0,400,1206,-1,0.75,0.5,1,60000,8000,3,0,24,0.4503759748,0.1333333333,1,1,2,0,0,13524.88,4.4362685658,2.1657863138,0.4617260686,JAN,FEB,MAR,APR,MAY,JUN,6,180,37.947331922,2,1,7,1,1,1,0,150,0,JU,1,0,509,73,Slow,0,1,0,0,0,0,0,0,Medium,6,1,0,17,2,0,0,Late,0,0,0,0,1,2,0.2413,High,7.80553e-05,48.26,0,2,10.553734808,0,0,12365.6,0.4397389503,9,2022,0,0,0,0.0008193084,253.28098863,0,0,0,2,0,12365.6,0,1,1,1,0,1,0,0.01,9,1,0,0,0,0,0,0,0,668.95176612,M,0,57.023019641,1,0,400,400,Low,-266.9517661,0,0,268918.60998,535.47588306,0,0,0,0,0,0
CUST000306,27,F,Single,High School,Salaried,18842,Rented,West Lindaside,New York,APP000306,2022-12-23,Personal Loan,Mobile,189511,60,ACC000306,2023-06-13,265045,3316.44,678,4,4,1,0,1,0,0,0.22,1,2022-12-31,28.43,1,0,0.97,0,0,0,0,0,0,75,0,75,0,0,0,0,0,0,75,12.5,2,2,0,0,0.17601316208470438,1,660.6406635886657,10,10,0.25,1.0,0,Medium,0,0,B4,0,650,0,0,0.0,1.0,0,60000,8000,3,0,24,0.9127638866,0.1333333333,1,1,5,0,1,3316.44,18.091688678,5.6813933013,0.1760131621,JAN,FEB,MAR,APR,MAY,JUN,6,180,37.947331922,2,1,7,1,1,1,0,150,0,JU,1,1,-456,-65,Fast,1,0,1,0,2,0,0,0,Long,3,0,0,25,4,0,1,Early,1,0,0,0,1,2,0.2843,High,0.0001500177,56.86,0,2,10.057902558,0,0,3106.7377049,0.1676317093,9,2024,0,0,0,0.0031842063,603.44212705,0,0,0,5,0,3106.7377049,0,1,1,1,0,1,0,0.03,9,1,1,0,1,0,0,0,1,643.81763778,M,0,83.412270699,0,0,650,600,Medium,34.182362216,1,0,436508.35842,660.90881889,0,0,0,0,1,0
CUST000307,22,F,Single,High School,Salaried,28717,Owned,Johnsonmouth,Florida,APP000307,2022-10-12,Auto Loan,DSA,345385,36,ACC000307,2023-10-18,95247,10073.73,542,5,4,0,1,0,0,0,0.08,0,2022-12-31,35.03,1,1,0.82,0,1,0,0,0,0,33,0,0,0,0,0,0,0,0,33,2.75,1,0,0,0,0.3507932583487133,1,697.4882024767453,9,8,0.0,0.8,0,Very Low,0,0,B5,0,500,542,1,0.2,0.0,0,60000,8000,3,0,24,0.5661983749,0.1333333333,1,1,3,0,0,10073.73,5.9560857795,2.8506819222,0.3507932583,JAN,FEB,MAR,APR,MAY,JUN,6,180,37.947331922,2,1,7,1,1,1,0,150,0,JU,1,0,340,49,Slow,0,1,0,0,0,0,0,0,Medium,6,1,0,21,3,0,0,Late,0,0,0,0,1,3,0.3503,High,0.000101423,105.09,0,3,12.027196434,0,0,9334.7297297,0.3340887898,11,2022,1,0,0,0.0012535692,432.96399471,0,0,0,3,0,9334.7297297,0,1,1,1,0,1,0,0.18,8,1,0,0,0,0,0,0,0,555.96293112,M,0,74.105128346,1,0,500,500,Low,-13.96293112,1,0,301331.90867,548.98146556,0,0,0,0,1,0
CUST000308,54,M,Single,High School,Self-employed,16636,Rented,Melissaton,Georgia,APP000308,2022-12-05,Personal Loan,Mobile,202722,36,ACC000308,2024-02-03,203811,5912.72,422,6,4,0,3,0,0,0,0.76,1,2022-12-31,94.65,3,1,0.98,0,1,0,0,0,0,0,0,0,0,0,45,0,0,0,45,3.75,1,0,0,1,0.3554171675883626,1,719.7674860346078,6,11,0.0,0.6666666667,1,Very Low,1,0,B6,0,400,1266,2,0.5,0.0,1,60000,8000,3,0,24,0.7271502966,0.1333333333,1,1,3,0,1,5912.72,10.147613958,2.8135950967,0.3554171676,JAN,FEB,MAR,APR,MAY,JUN,6,180,37.947331922,2,1,7,1,1,1,0,150,0,JU,1,0,406,58,Slow,0,1,1,0,2,0,0,0,Medium,4,1,0,17,2,0,0,Early,1,0,1,0,0,9,0.9465,High,0.0004668956,851.85,1,9,12.185741765,0,0,5478.972973,0.3384928268,12,2022,1,0,0,0.0021638517,438.6603354,0,0,0,3,0,5478.972973,0,1,1,1,0,1,0,0.02,9,1,0,1,0,0,1,0,0,650.16634651,M,0,87.015483349,1,0,400,400,Low,-228.1663465,0,0,274370.19823,536.08317325,0,0,0,0,1,0
CUST000309,27,M,Single,Graduate,Self-employed,8489,Owned,Graybury,Maryland,APP000309,2022-09-07,Credit Card,Mobile,279373,60,ACC000309,2020-12-14,203202,4889.03,644,4,1,2,0,0,0,0,0.47,0,2022-12-31,69.24,1,1,1.04,0,1,0,33,0,0,0,0,0,0,60,17,0,0,0,60,9.166666666666666,2,1,0,1,0.5759253151136765,1,618.8997180120834,10,11,0.5,0.25,0,Low,0,1,B4,0,600,0,3,0.0,2.0,0,60000,8000,3,0,24,1.3990408301,0.1333333333,1,1,5,1,1,4889.03,12.272373047,1.7363362467,0.5759253151,JAN,FEB,MAR,APR,MAY,JUN,6,180,37.947331922,2,1,7,1,1,1,0,150,0,JU,1,0,-1365,-195,Fast,1,0,1,0,2,0,0,0,Long,5,1,0,55,9,0,1,Late,1,0,0,0,1,6,0.6924,High,0.0002478407,415.44,0,6,32.910001178,0,0,4579.8852459,0.5485000196,9,2024,0,0,0,0.0070671378,1974.3674912,0,0,0,5,0,4579.8852459,0,1,1,1,0,1,0,-0.04,10,1,0,0,0,0,0,0,0,639.53873119,M,0,69.352852041,0,0,600,600,Medium,4.461268815,1,0,411862.94288,641.76936559,0,0,0,0,0,0
CUST000310,56,F,Married,Post Graduate,Unemployed,29919,Rented,Lorifort,Pennsylvania,APP000310,2022-03-21,Personal Loan,Online,190895,60,ACC000310,2020-12-27,228445,3340.66,875,3,3,2,1,0,0,0,0.82,1,2022-12-31,42.66,2,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.11165680671145425,1,785.2773452668127,8,7,0.6666666667,1.0,0,Very High,0,1,B3,1,850,875,0,0.3333333333,1.0,0,60000,8000,3,0,24,0.5069954637,0.1333333333,1,1,5,0,0,3340.66,17.960522771,8.9560146797,0.1116568067,JAN,FEB,MAR,APR,MAY,JUN,6,180,37.947331922,2,1,7,1,1,1,0,150,0,JU,1,0,-697,-99,Fast,1,0,1,0,1,0,0,0,Long,3,0,0,55,9,0,1,Late,1,0,0,0,1,4,0.4266,High,0.0002234736,170.64,0,4,6.3803937297,0,0,3129.4262295,0.1063398955,11,2022,1,0,0,0.0020053476,382.81082888,0,0,0,5,0,3129.4262295,0,1,1,1,0,0,0,0.38,6,0,0,1,0,0,1,0,0,693.43738914,M,0,62.901754738,0,1,850,800,High,181.56261086,0,0,606757.7155,784.21869457,0,0,0,0,0,0
CUST000311,40,M,Single,High School,Unemployed,42566,Rented,North Cynthiaborou,Illinois,APP000311,2022-04-08,Home Loan,Mobile,331432,12,ACC000311,2023-07-27,198652,29000.3,894,5,5,2,2,0,0,0,0.35,0,2022-12-31,72.65,1,0,0.67,0,0,90,90,90,120,90,90,90,120,150,120,90,120,1,150,105.0,12,12,12,1,0.6813019781045905,1,740.87992197811,5,3,0.4,1.0,0,Very High,0,1,B5,1,850,1788,0,0.4,0.6666666667,0,60000,8000,3,0,24,0.3429982016,0.1333333333,1,1,1,1,0,29000.3,2.0689441144,1.4677779195,0.6813019781,JAN,FEB,MAR,APR,MAY,JUN,6,180,37.947331922,2,1,7,1,1,1,0,150,0,JU,1,0,22,3,Slow,0,1,1,0,2,0,1,0,Short,6,1,0,24,4,0,0,Late,1,0,0,0,1,7,0.7265,High,0.0002192003,508.55,0,7,7.7863083212,1,0,25494.769231,0.6488590268,7,2023,0,0,0,0.0002819085,93.433504828,0,1,0,1,0,25494.769231,0,1,1,1,0,0,0,0.33,6,0,0,0,0,0,0,0,0,694.38088033,M,0,79.922295821,0,1,850,800,High,199.61911967,0,0,620776.50702,794.19044017,0,0,0,0,1,0
CUST000312,30,F,Single,High School,Unemployed,25665,Parental,New William,Delaware,APP000312,2022-06-01,Auto Loan,Online,278698,60,ACC000312,2020-09-13,165187,4877.22,333,4,2,1,4,0,0,0,0.43,0,2022-12-31,87.8,0,0,0.79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.19003389830508474,1,610.2256568916349,4,1,0.25,0.5,1,Very Low,1,0,B4,0,300,1332,2,1.0,0.2,1,60000,8000,3,0,24,0.499904252,0.1333333333,1,1,5,0,0,4877.22,12.302090125,5.262219051,0.1900338983,JAN,FEB,MAR,APR,MAY,JUN,6,180,37.947331922,2,1,7,1,1,1,0,150,0,JU,1,0,-1328,-189,Fast,1,0,1,0,1,0,0,0,Long,5,1,0,58,9,0,1,Late,1,0,1,0,0,8,0.878,High,0.0003150363,702.4,1,8,10.859068771,0,0,4568.8196721,0.1809844795,5,2024,0,1,0,0.0023377231,651.51874075,0,0,0,5,0,4568.8196721,0,1,1,1,0,0,0,0.21,7,0,0,0,0,0,0,0,0,594.1823727,M,0,75.174887464,1,0,300,300,Low,-261.1823727,0,0,197862.73011,463.59118635,0,0,0,0,1,0
CUST000313,56,M,Divorced,Post Graduate,Salaried,26723,Owned,Brownport,Mississippi,APP000313,2022-04-22,Home Loan,DSA,420230,60,ACC000313,2023-02-10,250824,7354.02,306,7,3,2,4,0,0,0,0.64,0,2022-12-31,91.49,1,1,0.79,0,1,0,0,0,33,0,0,17,0,0,0,0,33,0,33,6.916666666666667,2,0,0,1,0.2751944018261423,1,640.6400693575448,10,7,0.2857142857,0.4285714286,1,Very Low,1,1,B7,0,300,1224,4,0.5714285714,0.4,1,60000,8000,3,0,24,0.6275735342,0.1333333333,1,1,5,0,0,7354.02,8.1588029404,3.6337948496,0.2751944018,JAN,FEB,MAR,APR,MAY,JUN,6,180,37.947331922,2,1,7,1,1,1,0,150,0,JU,1,0,-712,-102,Fast,1,0,0,0,0,0,0,0,Long,8,1,0,29,4,0,1,Early,0,0,1,0,0,9,0.9149,High,0.0002177141,823.41,1,9,15.725405082,0,0,6889.0163934,0.2620900847,1,2025,0,0,0,0.0022451729,943.48899865,0,0,0,5,0,6889.0163934,0,1,1,1,0,0,0,0.21,7,0,0,0,0,0,0,0,0,648.82492978,M,0,69.550907856,1,0,300,300,Low,-342.8249298,0,0,198540.42851,477.41246489,0,0,0,0,0,0
CUST000314,65,M,Single,High School,Unemployed,5203,Rented,Gailburgh,Arkansas,APP000314,2022-01-30,Auto Loan,DSA,240709,48,ACC000314,2022-03-25,45408,5265.51,336,9,5,1,1,1,0,0,0.82,1,2022-12-31,14.92,0,0,1.14,0,1,17,0,0,0,0,0,0,0,33,0,0,0,0,33,4.166666666666667,1,0,0,1,1.0120142225639055,1,667.436334837139,10,3,0.1111111111,0.5555555556,0,Very Low,0,0,B9,0,300,336,4,0.1111111111,0.5,0,60000,8000,3,0,24,3.6653822212,0.1333333333,1,1,4,1,1,5265.51,11.394907616,0.9881284054,1.0120142226,JAN,FEB,MAR,APR,MAY,JUN,6,180,37.947331922,2,1,7,1,1,1,0,150,0,JU,1,1,-775,-111,Fast,1,0,0,0,0,0,0,0,Long,4,1,0,40,6,0,1,Late,0,0,0,1,0,1,0.1492,High,6.19836e-05,14.92,0,1,46.263501826,0,0,4912.4285714,0.9638229547,5,2024,0,1,0,0.0092236741,2220.2213682,0,0,0,4,0,4912.4285714,0,1,1,1,0,1,0,-0.14,11,1,1,1,1,0,1,0,1,647.97304961,M,0,82.133612927,1,0,300,300,Low,-311.9730496,0,0,217718.94467,491.9865248,0,0,0,0,1,0
CUST000315,29,F,Divorced,Post Graduate,Self-employed,12971,Owned,Robersonton,New York,APP000315,2022-10-24,Home Loan,Mobile,399118,36,ACC000315,2023-05-15,74931,11640.94,889,5,5,1,4,1,0,0,0.62,0,2022-12-31,43.53,2,1,1.01,0,0,0,0,33,0,0,0,0,0,0,0,0,33,0,33,5.5,2,0,0,0,0.897458946881505,1,724.5667899002163,13,4,0.2,1.0,1,Very High,0,0,B5,1,850,3556,0,0.8,0.2,1,60000,8000,3,0,24,0.8512551025,0.1333333333,1,1,3,1,1,11640.94,5.1542229408,1.1142570961,0.8974589469,JAN,FEB,MAR,APR,MAY,JUN,6,180,37.947331922,2,1,7,1,1,1,0,150,0,JU,1,1,163,24,Slow,0,1,1,0,2,0,0,0,Medium,7,1,0,26,4,0,1,Late,1,0,0,0,1,4,0.4353,High,0.0001090655,174.12,0,4,30.770025441,0,0,10786.972973,0.8547229289,12,2022,1,0,0,0.0027752081,1107.6355227,0,0,0,3,0,10786.972973,0,1,1,1,0,1,0,-0.01,10,1,1,0,1,0,0,0,1,585.8130869,M,0,87.632705312,0,1,850,800,High,303.1869131,0,0,520787.83425,737.40654345,0,0,0,0,1,0
CUST000316,68,F,Married,Graduate,Salaried,14942,Owned,Maxwellbury,California,APP000316,2022-10-05,Home Loan,Online,208933,36,ACC000316,2020-09-14,155444,6093.88,893,4,3,1,0,0,0,0,0.15,0,2022-12-31,19.07,3,1,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.40783563110694687,1,744.007728988014,12,6,0.25,0.75,0,Very High,0,0,B4,1,850,0,1,0.0,1.0,0,60000,8000,3,0,24,0.9188607616,0.1333333333,1,1,3,0,1,6093.88,9.8459437994,2.4519682042,0.4078356311,JAN,FEB,MAR,APR,MAY,JUN,6,180,37.947331922,2,1,7,1,1,1,0,150,0,JU,1,0,-975,-139,Fast,1,0,1,0,1,0,0,0,Medium,4,1,0,58,9,0,1,Late,1,0,0,1,0,1,0.1907,High,9.12733e-05,19.07,0,1,13.982934012,0,0,5646.8378378,0.3884148337,5,2023,0,1,0,0.0024091548,503.35193736,0,0,0,3,0,5646.8378378,0,1,1,1,0,1,0,0.18,8,1,0,0,0,0,0,0,0,670.83753117,M,0,69.463116792,0,1,850,800,High,222.16246883,0,0,599057.91534,781.91876559,0,0,0,0,0,0
CUST000317,35,M,Divorced,Graduate,Salaried,30995,Owned,Robertsonstad,Virginia,APP000317,2022-02-01,Auto Loan,Mobile,31707,60,ACC000317,2023-11-03,182065,554.87,350,3,4,1,3,0,0,0,0.1,0,2022-12-31,38.53,1,1,1.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.01790191966446201,1,648.7756895495237,11,6,0.3333333333,1.3333333333,1,Very Low,1,0,B3,0,350,1050,-1,1.0,0.25,1,60000,8000,3,0,24,0.3756266028,0.1333333333,1,1,5,0,0,554.87,108.13343666,55.859931155,0.0179019197,JAN,FEB,MAR,APR,MAY,JUN,6,180,37.947331922,2,1,7,1,1,1,0,150,0,JU,1,0,8,1,Slow,0,0,1,0,2,0,0,0,Long,0,0,0,20,3,0,0,Early,1,0,0,0,1,3,0.3853,Mid,0.0012151891,115.59,0,3,1.022971447,0,0,519.78688525,0.0170495241,10,2023,1,0,0,0.0019357336,61.37630662,0,0,0,5,0,519.78688525,0,1,1,1,0,1,0,-0.09,10,1,0,0,0,0,0,0,0,579.88864355,M,0,79.955155118,1,0,350,300,Low,-229.8886435,0,0,202961.02524,464.94432177,0,0,0,0,1,0
CUST000318,32,F,Married,Post Graduate,Self-employed,15614,Rented,Nelsonville,Tennessee,APP000318,2022-06-10,Credit Card,Branch,350391,24,ACC000318,2023-01-11,45313,15329.61,878,8,3,0,4,0,0,0,0.13,0,2022-12-31,24.42,1,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.981786217497118,1,753.6829069458776,7,8,0.0,0.375,1,Very High,0,0,B8,1,850,3512,5,0.5,0.0,1,60000,8000,3,0,24,0.9215505153,0.1333333333,1,1,2,1,1,15329.61,3.9139938981,1.0185516787,0.9817862175,JAN,FEB,MAR,APR,MAY,JUN,6,180,37.947331922,2,1,7,1,1,1,0,150,0,JU,1,0,-494,-71,Fast,1,0,0,1,3,0,0,0,Medium,7,1,0,30,5,0,1,Late,0,0,0,0,1,2,0.2442,High,6.96936e-05,48.84,0,2,22.440822339,0,0,14015.64,0.9350342641,5,2024,0,1,0,0.0015369837,538.54524496,0,0,0,2,0,14015.64,0,1,1,1,0,0,0,0.21,7,0,0,0,0,0,0,0,0,596.76110856,M,0,68.065159486,0,1,850,800,High,281.23889144,0,0,523956.25331,737.38055428,0,0,0,0,0,0
CUST000319,35,M,Married,Post Graduate,Salaried,8820,Parental,Tonymouth,South Carolina,APP000319,2022-01-30,Credit Card,DSA,253703,36,ACC000319,2022-04-16,258992,7399.67,482,7,2,0,4,0,0,0,0.77,0,2022-12-31,64.98,1,0,1.19,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0,17,1.4166666666666667,0,0,0,1,0.8389648526077098,1,638.3737460812412,11,13,0.0,0.2857142857,1,Very Low,1,0,B7,0,450,1928,5,0.5714285714,0.0,1,60000,8000,3,0,24,1.5815400864,0.1333333333,1,1,3,1,1,7399.67,8.108469702,1.1919450462,0.8389648526,JAN,FEB,MAR,APR,MAY,JUN,6,180,37.947331922,2,1,7,1,1,1,0,150,0,JU,1,0,-788,-113,Fast,1,0,0,0,0,0,0,0,Medium,5,1,0,39,6,0,1,Late,0,0,0,0,1,6,0.6498,High,0.0002561263,389.88,0,6,28.764512472,0,0,6856.8378378,0.7990142353,6,2024,0,0,0,0.0040811699,1035.4050561,0,0,0,3,0,6856.8378378,0,1,1,1,0,1,0,-0.19,11,1,0,1,0,0,1,0,0,604.1239322,M,0,73.224869808,1,0,450,400,Low,-122.1239322,0,0,291187.73532,543.0619661,0,0,0,0,1,0
CUST000320,60,M,Married,High School,Unemployed,49987,Parental,Richardshire,Oklahoma,APP000320,2022-01-26,Auto Loan,Branch,108068,12,ACC000320,2021-11-18,21383,9455.95,368,3,1,1,2,0,0,0,0.4,1,2022-12-31,43.0,0,0,1.07,0,1,0,0,0,0,0,0,0,0,0,0,45,0,0,45,3.75,1,0,0,1,0.18916818372776922,1,736.2381929816373,9,5,0.3333333333,0.3333333333,0,Very Low,0,0,B3,0,350,736,2,0.6666666667,0.3333333333,0,60000,8000,3,0,24,0.3427799414,0.1333333333,1,1,1,0,0,9455.95,6.3452112162,5.2863012178,0.1891681837,JAN,FEB,MAR,APR,MAY,JUN,6,180,37.947331922,2,1,7,1,1,1,0,150,0,JU,1,0,-412,-59,Fast,1,0,0,1,3,0,1,0,Short,2,0,0,44,7,0,1,Late,0,0,0,0,1,4,0.43,High,0.0003978976,172.0,0,4,2.1619220997,1,0,8312.9230769,0.180160175,1,2023,0,0,0,0.0002400576,25.942546211,0,1,0,1,0,8312.9230769,0,1,1,1,0,1,0,-0.07,10,1,0,0,0,0,0,0,0,611.45425486,M,0,86.774800543,1,0,350,300,Low,-243.4542549,0,0,225015.16579,489.72712743,0,0,0,0,1,0
CUST000321,57,F,Divorced,High School,Salaried,22360,Owned,Tamaraside,New York,APP000321,2022-10-27,Credit Card,Branch,31581,24,ACC000321,2024-06-09,252145,1381.67,786,4,3,2,0,0,0,0,0.34,0,2022-12-31,29.5,2,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.061792039355992846,1,765.9400254395761,10,6,0.5,0.75,0,Very High,0,1,B4,1,750,0,1,0.0,2.0,0,60000,8000,3,0,24,0.6774637158,0.1333333333,1,1,2,0,0,1381.67,43.425709468,16.183314395,0.0617920394,JAN,FEB,MAR,APR,MAY,JUN,6,180,37.947331922,2,1,7,1,1,1,0,150,0,JU,1,0,-208,-29,Fast,1,0,0,1,3,0,0,0,Medium,0,0,0,13,2,0,0,Late,0,0,0,0,1,2,0.295,Mid,0.0009341059,59.0,0,2,1.4123881932,0,0,1263.24,0.0588495081,1,2025,0,0,0,0.0010732973,33.895800724,0,0,0,2,0,1263.24,0,1,1,1,0,1,0,-0.09,10,1,0,0,0,0,0,0,0,636.50749877,M,0,84.096338736,0,1,750,700,High,149.49250123,0,0,500294.89404,711.25374939,0,0,0,0,1,0
CUST000322,50,M,Divorced,Post Graduate,Unemployed,29648,Owned,North Bobby,California,APP000322,2022-09-02,Auto Loan,Branch,48059,36,ACC000322,2024-01-24,9434,1401.72,329,5,1,2,4,0,0,0,0.66,0,2022-12-31,32.6,2,0,0.76,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,17,1.4166666666666667,0,0,0,0,0.047278737182946576,1,687.7391221449526,14,10,0.4,0.2,1,Very Low,1,1,B5,0,300,1316,4,0.8,0.4,1,60000,8000,3,0,24,0.5343772628,0.1333333333,1,1,3,0,0,1401.72,42.804554405,21.15115715,0.0472787372,JAN,FEB,MAR,APR,MAY,JUN,6,180,37.947331922,2,1,7,1,1,1,0,150,0,JU,1,0,262,37,Slow,0,1,0,1,3,0,0,0,Medium,0,0,0,18,3,0,0,Late,0,0,0,0,1,3,0.326,Mid,0.0006783329,97.8,0,3,1.6209862385,0,0,1298.8918919,0.0450273955,5,2023,0,1,0,0.0012142062,58.353536376,0,0,0,3,0,1298.8918919,0,1,1,1,0,0,0,0.24,7,0,0,0,0,0,0,0,0,673.28401434,M,0,78.723140166,1,0,300,300,Low,-344.2840143,0,0,221510.44072,501.14200717,0,0,0,0,1,0
