cust_id,age,gender,marital_status,education_level,employment_type,monthly_income,residence_type,city,state,application_id,application_date,product_type,channel,requested_amount,tenure_months,account_id,account_open_date,current_balance,emi_amount,bureau_score,total_accounts,active_accounts,overdue_accounts,recent_enquiries_6m,broken_ptp_flag,write_off_flag,legal_case_flag,ptp_kept_ratio,default_6m_flag,snapshot_date,credit_card_utilization_pct,past_due_accounts_count,recent_loan_inquiry_flag,repayment_to_due_ratio,early_repayment_flag,bureau_score_flag,dpd_m1,dpd_m2,dpd_m3,dpd_m4,dpd_m5,dpd_m6,dpd_m7,dpd_m8,dpd_m9,dpd_m10,dpd_m11,dpd_m12,default_flag,dpd_max,dpd_avg,dpd_count_30plus,dpd_count_60plus,dpd_count_90plus,dpd_trend_flag,emi_vs_income_ratio,salary_credit_regular,behavioural_score,pos_transaction_volume,mobile_login_frequency,overdue_to_total_ratio,active_account_ratio,enquiries_flag,risk_score_band,high_enquiry_interaction,overdue_flag,total_account_bucket,low_risk_band_flag,bureau_score_bucket,score_enquiry_score,accounts_gap,enquiry_to_account_ratio,overdue_normalized,enquiry_3plus_flag,average_balance,minimum_balance,salary_credits_3m,emi_bounce_count,account_tenure_months,emi_to_income_ratio,min_balance_ratio,low_balance_month_flag,salary_credit_flag,tenure_bucket,emi_high_flag,low_income_flag,emi_normalized,balance_utilization_score,salary_to_emi_ratio,emi_income_ratio,dpd_month1,dpd_month2,dpd_month3,dpd_month4,dpd_month5,dpd_month6,obs_months,dpd_sum_total,dpd_std_dev,dpd_count_60_plus,dpd_count_90_plus,dpd_30_flag,dpd_60_flag,dpd_90_flag,months_since_last_dpd,dpd_rolling_3_months,dpd_escalation_flag,dpd_peak_month,dpd_high_flag,ptp_failure_flag,disbursal_gap_days,disbursal_gap_weeks,disbursal_gap_category,quick_disbursal_flag,very_slow_disbursal_flag,digital_channel_flag,in_branch_flag,channel_code,long_tenure_flag,short_term_loan_flag,ultra_short_flag,tenure_category,requested_bucket,high_requested_flag,low_requested_flag,active_tenure_months,account_age_bucket,account_fresh_flag,account_mature_flag,loan_cycle_position,channel_online_flag,tenure_category_flag,high_utilization_flag,low_utilization_flag,moderate_utilization_flag,utilization_bucket,utilization_score,credit_segment,utilization_to_limit_ratio,utilization_weighted_score,util_flag,utilization_band,loan_size_score,short_term_flag,long_term_flag,requested_per_tenure,loan_burden_ratio,application_month,application_year,festive_season_flag,financial_year_start_flag,end_of_year_push_flag,tenure_to_income_ratio,amount_income_term_score,high_stress_combination,short_loan_flag,long_loan_flag,bucketed_tenure_group,disbursal_load_flag,request_term_ratio_flag,clean_repayment_flag,ever_60_plus_flag,ever_90_plus_flag,recent_dpd_flag,dpd_escalation_stress_flag,recovery_ratio_flag,poor_recovery_flag,recovery_gap_score,effective_recovery_bucket,recovery_success_flag,ptp_broken_flag,ptp_compliance_flag,ptp_failure_history_flag,clean_pay_flag,ptp_repayment_flag,dpd_escalation_flag_alias,ptp_gap_flag,internal_behavior_score,risk_band_code,manual_override_flag,behavior_stability_index,low_bureau_score_flag,high_bureau_score_flag,bureau_score_bucket_50,bureau_score_bucket_100,score_band_segment,behavior_score_gap,behavior_agreement_flag,high_behavioral_risk_flag,behavior_bureau_interaction,avg_combined_score,internal_risk_band_flag,dual_low_score_flag,risk_segment_score_flag,external_override_flag,stable_behavior_flag,risk_band_indicator,annual_interest_rate,monthly_interest_rate,dpd_max_days,dpd_variance,dpd_count_30_plus,dpd_trend,risk_score,ptp_flag,emi_income_flag,fraud_flag,risk_index,corrected_risk_band,dpd_0to30_freq,dpd_31to60_freq,dpd_61plus_freq,dpd_recent_flag,dpd_worsening_flag,avg_util_3m,util_m1,util_m2,util_m3,total_emi,loan_tenure,loan_tenure_bucket,age_band,salary_credit_m1,salary_credit_m2,salary_credit_m3,bounce_3m_count,bounce_m1,bounce_m2,bounce_m3,dpd_to_bureau_ratio,bureau_score_miss_flag,total_emi_miss_flag,monthly_income_miss_flag
CUST002191,23,M,Divorced,High School,Salaried,548.499097,Owned,Floydchester,Alabama,APP002191,2017-03-07,Auto Loan,Branch,11230,66,ACC002191,2017-01-23,31930,232.66343421,618,8,2,0,2,0,0,0,0.9162433639,0,2022-12-31,87.36,3,0,0.87,0,1,0,30,60,90,0,0,0,0,0,0,0,0,0,90,13.5,4,3,2,0,0.0059772492,0,682.60288861,8,11,0,0.25,0,High,0,0,B8,0,600,1236,6,0.25,0,0,72649,5328.6006539,0,0,236,,0.1333333333,1,0,5,0,0,196.52,305.31243639,167.30103806,0.0059772492,0,0,0,0,0,0,12,360,37.947331922,2,1,1,1,1,0,150,0,JU,1,1,-1594,-228,Fast,1,0,0,1,3,0,0,0,Long,0,0,1,60,10,0,1,Late,0,0,1,0,0,8,0.8736,Low,0.007779163,698.88,1,8,0.3415657887,0,0,184.09836066,0.0056927631,11,2024,1,0,0,0.001824873,20.493324006,0,0,0,5,0,184.09836066,0,1,1,1,0,1,0,0.13,8,1,1,0,1,0,0,0,1,652.04039715,M,0,73.537231186,0,0,600,600,Medium,-34.04039715,1,0,402960.96544,635.02019857,0,0,0,0,1,0,0.1189752787,0.0099146066,90,900,3,-30,330.25817987,1,0,0,0.582,High,1,1,1,1,0,,,,,,,Short,<25,,,,,,,,0.3191489362,0,1,0
CUST002192,58,F,Single,Post Graduate,Self-Employed,5200.609555,Rented,North Robertport,Washington,APP002192,2015-07-20,Home Loan,Mobile,228417,200,ACC002192,2015-01-24,293830,2022.6365772,434,4,5,2,0,0,0,1,0,0,2022-12-31,78.68,1,0,0.91,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2.25,1,0,0,0,0.8826391097,0,648.75122701,12,5,0.5,1.25,0,High,0,1,B4,0,400,0,-1,0,2,0,69674,7579.9165686,2,0,131,,0.1333333333,1,0,3,1,1,6662.16,9.0060881156,1.1329658849,0.8826391097,0,0,0,0,0,0,12,45,37.947331922,0,0,1,1,1,0,150,0,JU,1,0,-1308,-187,Fast,1,0,1,0,2,0,0,0,Medium,4,1,0,51,8,0,1,Late,1,0,0,0,1,7,0.7868,High,0.0003444577,550.76,0,7,30.261923688,0,0,6173.4324324,0.8406089913,11,2024,1,0,0,0.0047688436,1089.2849384,0,0,0,3,0,6173.4324324,0,1,1,1,0,1,0,0.09,9,0,0,0,0,0,0,0,0,656.74356931,M,0,67.861108627,1,0,400,400,Low,-222.7435693,0,0,285026.70908,545.37178465,0,0,0,0,0,0,0.0763960414,0.0063663368,0,0,0,0,253.61076705,0,0,0,0.616,High,0,0,0,0,0,,,,,,,Short,50+,,,,,,,,0,0,1,0
CUST002194,58,M,Single,Graduate,Salaried,2064.5606468,Owned,Lishire,Florida,APP002194,2015-03-09,Credit Card,Online,9011,0,ACC002194,2015-02-24,219137,844.16170728,891,3,5,0,3,0,0,0,0.5705455736,0,2022-12-31,49.66,0,0,0.89,1,0,0,0,30,60,90,120,150,180,180,180,0,0,1,180,60.15,10,8,7,1,0.0043081168,1,747.62305784,14,7,0,1.6666666667,1,High,0,0,B3,1,850,2673,-2,1,0,1,149832,18504.347535,0,0,66,,0.1333333333,1,0,5,0,0,157.69,380.49337307,232.11998224,0.0043081168,0,0,0,0,0,0,12,1350,37.947331922,7,6,1,1,1,0,150,0,JU,1,0,-736,-105,Fast,1,0,1,0,1,0,0,0,Long,0,0,1,52,8,0,1,Late,1,0,0,0,1,4,0.4966,Low,0.0055110421,198.64,0,4,0.2461820069,0,0,147.72131148,0.0041030334,3,2023,0,0,1,0.0016391651,14.770516883,0,0,0,5,0,147.72131148,0,1,1,1,0,1,0,0.11,8,0,0,1,0,0,1,0,0,623.92704597,M,0,93.564957493,0,1,850,800,High,267.07295403,0,0,555918.99796,757.46352298,0,0,0,0,1,0,0.2218044718,0.018483706,180,5911.3636364,8,105,470.07784101,1,0,0,0.609,High,1,1,6,1,0,,,,,,,Short,50+,,,,,,,,20,0,1,0
CUST002195,24,M,Single,Post Graduate,Salaried,108055.49663,Parental,Suarezberg,Vermont,APP002195,2018-11-14,Credit Card,Mobile,369368,0,ACC002195,2018-07-28,17888,35781.726474,690,2,5,1,0,0,0,0,0,0,2022-12-31,79.42,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.85,0,0,0,0,0.6491070675,1,670.82021541,8,9,0.5,2.5,0,Low,0,0,B2,0,650,0,-3,0,1,0,157999,10516.638534,0,0,125,,0.1333333333,1,0,3,1,1,10773.23,5.5693603497,1.5405778954,0.6491070675,0,0,0,0,0,0,12,17,37.947331922,0,0,1,1,1,0,150,0,JU,1,0,-7,-1,Fast,1,0,1,0,2,0,0,0,Medium,7,1,0,35,5,0,1,Late,1,0,0,0,1,7,0.7942,High,0.0002150159,555.94,0,7,22.255106345,0,0,9982.9189189,0.6181973985,9,2022,0,0,0,0.002168936,801.1355585,0,0,0,3,0,9982.9189189,0,1,1,1,0,1,0,0.11,8,0,0,1,0,0,1,0,0,606.18059993,M,0,69.050281284,0,0,650,600,Medium,83.819400071,0,0,418264.61395,648.09029996,0,0,0,0,0,0,0.2874906455,0.0239575538,0,0,0,0,395.68856628,0,0,0,0.2666666667,Low,0,0,0,0,0,,,,,,,Short,<25,,,,,,,,0,0,1,0
CUST002196,25,F,Divorced,High School,Salaried,66224.776611,Owned,South Thomas,Nevada,APP002196,2022-10-25,Credit Card,DSA,326609,0,ACC002196,2022-10-22,81771,30562.354371,353,9,3,2,1,0,0,0,0,1,2022-12-31,15.73,0,1,0.88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3150788296,1,643.31188734,11,10,0.2222222222,0.3333333333,0,High,0,1,B9,0,350,353,6,0.1111111111,1,0,91475,10330.002484,3,0,177,,0.1333333333,1,0,2,0,0,14289.14,4.1989930815,3.1738089206,0.3150788296,0,0,0,0,0,0,12,0,37.947331922,0,0,1,1,1,0,150,0,JU,1,1,-1001,-143,Fast,1,0,0,0,0,0,0,0,Medium,6,1,0,43,7,0,1,Late,0,0,0,1,0,1,0.1573,High,0.0000481616,15.73,0,1,7.2018037088,0,0,13064.36,0.3000751545,9,2024,0,0,0,0.0005291939,172.83947786,0,0,0,2,0,13064.36,0,1,1,1,0,1,0,0.12,8,0,1,1,1,0,1,0,1,749.95001136,M,0,69.684082974,1,0,350,300,Low,-396.9500114,0,0,264732.35401,551.47500568,0,0,0,0,0,0,0.2195920355,0.0182993363,0,0,0,0,200.71839035,0,0,0,0.547,High,0,0,0,0,0,,,,,,,Short,25-,,,,,,,,0,0,1,0
CUST002197,22,F,Single,Post Graduate,Salaried,9053.047393,Parental,East Matthew,Virginia,APP002197,2021-11-23,Home Loan,Online,409844,293,ACC002197,2021-07-02,181047,2727.0669834,778,8,4,2,0,0,0,0,0.8725768224,1,2022-12-31,42.93,0,0,0.97,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,30,3.85,2,0,0,1,1.4517001984,1,771.79900785,11,6,0.25,0.5,0,Low,0,1,B8,1,750,0,4,0,2,0,66367,6469.1410376,3,0,195,,0.1333333333,1,0,1,1,0,35861.35,1.6731104657,0.6888474639,1.4517001984,0,0,0,0,0,0,12,90,37.947331922,0,0,1,1,1,0,150,0,JU,1,0,-7,-1,Fast,1,0,1,0,1,0,1,0,Short,8,1,0,36,6,0,1,Late,1,0,0,0,1,4,0.4293,High,0.0001047472,171.72,0,4,16.59085941,1,0,31526.461538,1.3825716175,8,2022,0,0,0,0.0004857513,199.08225389,0,1,0,1,0,31526.461538,0,1,1,1,0,1,0,0.03,9,0,0,0,0,0,0,0,0,650.424861,M,0,72.537311979,0,1,750,700,High,127.575139,0,0,506030.54186,714.2124305,0,0,0,0,1,0,0.0623607615,0.0051967301,30,75,1,-10,416.48768003,1,0,0,0.222,Low,1,0,0,1,0,,,,,,,Short,<25,,,,,,,,0.2459016393,0,1,0
CUST002198,68,M,Married,High School,Self-Employed,2040.088465,Parental,Jacobbury,Nevada,APP002198,2017-12-16,Home Loan,Mobile,100299,274,ACC002198,2017-08-27,29428,749.47849266,339,9,2,2,1,0,0,0,0,0,2022-12-31,82.41,0,1,0.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3,1,1,0,0,0.3337577486,0,636.61017046,12,8,0.2222222222,0.2222222222,0,Very High,0,1,B9,0,300,339,7,0.1111111111,1,0,148660,8226.446269,0,0,126,,0.1333333333,1,0,1,0,0,8776.16,6.8367030683,2.9961851197,0.3337577486,0,0,0,0,0,0,12,60,37.947331922,0,0,1,1,1,0,150,0,JU,1,0,135,19,Slow,0,1,1,0,2,0,1,0,Short,2,0,0,16,2,0,0,Late,1,0,1,0,0,8,0.8241,High,0.0008216433,659.28,1,8,3.8143753565,1,0,7715.3076923,0.317864613,10,2023,1,0,0,0.0004563432,45.770763614,0,1,0,1,0,7715.3076923,0,1,1,1,0,1,0,0.18,8,0,0,0,0,0,0,0,0,681.52245707,M,0,77.430905053,1,0,300,300,Low,-342.5224571,0,0,231036.11295,510.26122854,0,0,0,0,1,0,0.0724274739,0.0060356228,0,0,0,0,193.54846711,0,0,0,0.761,Very High,0,0,0,0,0,,,,,,,Short,50+,,,,,,,,0,0,1,0
CUST002199,67,F,Divorced,Post Graduate,Salaried,37977.684001,Owned,Garciamouth,Florida,APP002199,2021-04-20,Auto Loan,Online,422547,37,ACC002199,2021-02-11,234349,13282.52742,660,6,1,2,1,0,0,0,0,0,2022-12-31,44.33,3,1,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349989398,0,633.32901675,10,11,0.3333333333,0.1666666667,0,Low,0,1,B6,0,650,660,5,0.1666666667,1,0,126750,8937.1818444,1,0,177,,0.1333333333,1,0,4,0,0,9243.22,6.4912443932,2.8572294071,0.349989398,0,0,0,0,0,0,12,0,37.947331922,0,0,1,1,1,0,150,0,JU,1,0,394,57,Slow,0,1,1,0,1,0,0,0,Long,8,1,0,23,3,0,0,Early,1,0,0,0,1,4,0.4433,High,0.0001049114,177.32,0,4,15.999507762,0,0,8623.4081633,0.3333230784,7,2022,0,0,0,0.0018174246,767.94729469,0,0,0,4,0,8623.4081633,0,1,1,1,0,1,0,-0.08,10,0,0,1,0,0,1,0,0,728.03460267,M,0,59.194822587,0,0,650,600,Medium,-68.03460267,0,0,480502.83776,694.01730134,0,0,0,0,0,0,0.0981995454,0.0081832954,0,0,0,0,355.16921051,0,0,0,0.24,Low,0,0,0,0,0,,,,,,,Short,50+,,,,,,,,0,0,1,0
CUST002200,57,F,Married,High School,Salaried,7202.685402,Owned,Josephfurt,Arizona,APP002200,2022-05-17,Auto Loan,DSA,113886,62,ACC002200,2021-12-17,162077,2455.5771402,455,4,1,2,0,0,0,0,0,0,2022-12-31,16.6,1,0,0.77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1047760441,0,621.43902944,12,6,0.5,0.25,0,Medium,0,1,B4,0,450,0,3,0,2,0,123154,20271.828638,2,0,53,,0.1333333333,1,0,4,0,0,2491.26,24.084198357,9.5441664058,0.1047760441,0,0,0,0,0,0,12,0,37.947331922,0,0,1,1,1,0,150,0,JU,1,0,-1024,-146,Fast,1,0,0,0,0,0,0,0,Long,2,0,0,48,8,0,1,Late,0,0,0,1,0,1,0.166,High,0.0001457598,16.6,0,1,4.7897548051,0,0,2324.2040816,0.0997865584,5,2024,0,1,0,0.0020186727,229.8985617,0,0,0,4,0,2324.2040816,0,1,1,1,0,0,0,0.23,7,0,0,0,0,0,0,0,0,691.85570718,M,0,98.513655437,1,0,450,400,Low,-236.8557072,0,0,314794.34677,573.42785359,0,0,0,0,1,0,0.1168679693,0.0097389974,0,0,0,0,254.59074713,0,0,0,0.445,Medium,0,0,0,0,0,,,,,,,Short,50+,,,,,,,,0,0,1,0
CUST002201,48,F,Married,High School,Self-Employed,1991.966599,Rented,North Christopher,Nevada,APP002201,2016-04-26,Home Loan,Branch,134567,297,ACC002201,2016-03-09,184148,953.31160786,707,5,2,0,1,0,0,0,0.5948062228,0,2022-12-31,56.12,0,0,0.78,0,0,0,0,0,0,0,0,0,30,60,90,0,0,1,90,14.35,4,3,2,1,0.1088427621,0,712.8878622,11,5,0,0.4,0,Medium,0,0,B5,1,700,707,3,0.2,0,0,188305,9924.7442824,1,0,207,,0.1333333333,1,0,3,0,0,3924.87,15.287130529,9.187565448,0.1088427621,0,0,0,0,0,0,12,360,37.947331922,2,1,1,1,1,0,150,0,JU,1,0,-218,-31,Fast,1,0,0,1,3,0,0,0,Medium,2,0,0,23,3,0,0,Late,0,0,0,0,1,5,0.5612,High,0.0004170413,280.6,0,5,3.7317526345,0,0,3636.9459459,0.1036597954,4,2024,0,1,0,0.0009983084,134.3393694,0,0,0,3,0,3636.9459459,0,1,1,1,0,0,0,0.22,7,0,0,0,0,0,0,0,0,667.42818284,M,0,63.002202694,0,0,700,700,High,39.571817159,1,0,471871.72527,687.21409142,0,0,0,0,0,0,0.0698438778,0.0058203231,90,900,3,30,377.21421811,1,0,0,0.493,Medium,1,1,1,0,0,,,,,,,Short,36-,,,,,,,,0.4663212435,0,1,0
CUST002202,65,M,Single,High School,Salaried,6209.0654808,Parental,Chadview,Hawaii,APP002202,2015-09-19,Personal Loan,DSA,63906,44,ACC002202,2015-07-27,226096,1980.2560805,743,7,3,0,0,0,0,0,0.5630526775,0,2022-12-31,83.25,4,0,0.95,0,0,0,0,0,0,0,0,0,0,0,30,60,0,0,60,9.75,4,2,0,0,0.0596808794,0,722.13272736,8,10,0,0.4285714286,0,Medium,0,0,B7,1,700,0,4,0,0,0,49738,9457.0835886,0,0,64,,0.1333333333,1,0,5,0,1,1118.36,53.649987482,16.755785257,0.0596808794,0,0,0,0,0,0,12,210,37.947331922,1,0,1,1,1,0,150,0,JU,1,0,-553,-79,Fast,1,0,0,0,0,0,0,0,Long,1,0,0,27,4,0,1,Early,0,0,1,0,0,8,0.8325,Mid,0.0013026946,666,1,8,3.4103207215,0,0,1047.6393443,0.0568386787,11,2024,1,0,0,0.0032017076,204.60832444,0,0,0,5,0,1047.6393443,0,1,1,1,0,1,0,0.05,9,0,0,0,0,0,0,0,0,624.75786242,M,0,66.625226801,0,0,700,700,High,118.24213758,0,0,464195.09177,683.87893121,0,0,0,0,0,0,0.1756579548,0.0146381629,60,347.72727273,2,15,397.59641556,1,0,0,0.357,Medium,1,1,0,0,0,,,,,,,Short,50+,,,,,,,,0.3821656051,0,1,0
CUST002203,27,F,Single,Post Graduate,Salaried,6452.4327586,Parental,Danielbury,California,APP002203,2015-10-10,Credit Card,DSA,20485,0,ACC002203,2015-05-13,107062,1887.2762107,429,4,5,0,4,0,0,0,0.72664421,0,2022-12-31,60.17,1,1,0.76,0,1,0,0,0,0,0,0,0,0,30,60,90,120,1,120,21,5,4,3,0,0.0153257635,0,650.23074575,6,11,0,1.25,1,Very High,1,0,B4,0,400,1716,-1,1,0,1,38397,2417.6169918,0,0,190,,0.1333333333,1,0,4,0,0,448.11,133.89569525,65.249603892,0.0153257635,0,0,0,0,0,0,12,540,37.947331922,3,2,1,1,1,0,150,0,JU,1,0,-537,-77,Fast,1,0,0,0,0,0,0,0,Long,0,0,1,52,8,0,1,Late,0,0,0,0,1,6,0.6017,Low,0.0029372712,361.02,0,6,0.7006053559,0,0,418.06122449,0.0145959449,8,2022,0,0,0,0.0016415869,33.627906977,0,0,0,4,0,418.06122449,0,1,1,1,0,0,0,0.24,7,1,0,0,0,0,0,0,0,667.1326447,M,0,86.737040283,1,0,400,400,Low,-238.1326447,0,0,286199.90458,548.06632235,0,0,0,0,1,0,0.1894360641,0.0157863387,120,1772.7272727,4,50,247.07509044,1,0,0,0.871,Very High,1,1,2,0,0,,,,,,,Short,25-,,,,,,,,0.2547770701,0,1,0
CUST002204,27,F,Married,Post Graduate,Salaried,99198.226377,Parental,Jonport,California,APP002204,2018-12-13,Credit Card,Online,369829,0,ACC002204,2018-09-24,8302,35684.587338,840,5,3,2,2,0,0,0,0.717650844,1,2022-12-31,29.23,0,0,0.65,1,0,30,60,0,30,60,0,0,0,0,0,0,0,0,60,12,5,3,0,0,0.7445936493,1,738.03264581,12,10,0.4,0.6,0,Low,0,1,B5,1,800,1680,2,0.4,0.6666666667,0,87189,14812.165529,2,0,228,,0.1333333333,1,0,4,1,1,8090.01,7.4165544913,1.3430144091,0.7445936493,0,0,0,0,0,0,12,300,37.947331922,2,0,1,1,1,0,150,0,JU,1,0,-361,-51,Fast,1,0,1,0,1,0,0,0,Long,7,1,0,33,5,0,1,Late,1,0,0,0,1,2,0.2923,High,0.0000790365,58.46,0,2,34.038564197,0,0,7547.5306122,0.7091367541,10,2023,1,0,0,0.0044174489,1633.7007178,0,0,0,4,0,7547.5306122,0,1,1,1,0,0,0,0.35,6,0,0,0,0,0,0,0,0,654.30946308,M,0,77.395761371,0,1,800,800,High,185.69053692,0,0,549619.94899,747.15473154,0,0,0,0,1,0,0.2796614203,0.0233051184,60,572.72727273,4,-30,446.90269786,1,0,0,0.26,Low,2,2,0,1,0,,,,,,,Short,25-,,,,,,,,1,0,1,0
CUST002205,41,M,Single,High School,Self-Employed,8687.5419039,Parental,Anthonytown,South Carolina,APP002205,2018-09-20,Auto Loan,Mobile,186401,78,ACC002205,2018-05-04,40547,3359.0579644,347,3,4,1,0,0,0,0,0,1,2022-12-31,42.66,1,0,0.72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1901165637,0,673.92322733,6,7,0.3333333333,1.3333333333,0,High,0,0,B3,0,300,0,-1,0,1,0,81367,15036.009813,1,0,16,,0.1333333333,1,0,5,0,1,3262.02,18.393510769,5.259930963,0.1901165637,0,0,0,0,0,0,12,0,37.947331922,0,0,1,1,1,0,150,0,JU,1,0,-149,-22,Fast,1,0,1,0,2,0,0,0,Long,3,0,0,20,3,0,0,Early,1,0,0,0,1,4,0.4266,High,0.0002288614,170.64,0,4,10.863795314,0,0,3055.7540984,0.1810632552,4,2024,0,1,0,0.0034967073,651.78973134,0,0,0,5,0,3055.7540984,0,1,1,1,0,0,0,0.28,7,0,0,0,0,0,0,0,0,672.76151509,M,0,59.068004924,1,0,300,300,Low,-325.7615151,0,0,233448.24574,509.88075754,0,0,0,0,0,0,0.1103645707,0.0091970476,0,0,0,0,211.466806,0,0,0,0.553,High,0,0,0,0,0,,,,,,,Short,36-,,,,,,,,0,0,1,0
CUST002206,40,M,Divorced,Graduate,Self-Employed,118206.25378,Parental,East Paulview,Wisconsin,APP002206,2018-11-24,Personal Loan,Mobile,471378,14,ACC002206,2018-07-09,249807,37204.609521,760,1,5,1,2,1,0,0,0.7857891227,0,2022-12-31,48.26,0,1,1.15,0,0,0,0,0,0,0,0,0,0,0,30,60,90,1,90,13.5,4,3,2,0,5.0201533593,0,784.76594519,9,9,1,5,0,Medium,0,0,B1,1,750,1520,-4,2,0.3333333333,0,125585,24008.126864,0,0,30,,0.1333333333,1,0,1,1,1,41245.58,1.454701328,0.1991971018,5.0201533593,0,0,0,0,0,0,12,360,37.947331922,2,1,1,1,1,0,150,0,JU,1,0,-793,-113,Fast,1,0,1,0,2,0,1,0,Short,9,1,0,31,5,0,1,Late,1,0,0,0,1,4,0.4826,High,0.0001023807,193.04,0,4,57.373174294,1,0,36259.846154,4.7810978578,2,2025,0,0,0,0.001460387,688.39430449,0,1,0,1,0,36259.846154,0,1,1,1,0,1,0,-0.15,11,0,0,0,0,0,0,0,0,591.15440522,M,0,76.665110143,0,1,750,700,High,168.84559478,0,0,449277.34797,675.57720261,0,0,0,0,1,0,0.1631986964,0.0135998914,90,900,3,30,453.35251843,1,0,0,0.44,Medium,1,1,1,0,0,,,,,,,Short,36-,,,,,,,,0.6428571429,0,1,0
CUST002207,67,M,Single,Post Graduate,Salaried,8119.8165217,Parental,New Blake,Ohio,APP002207,2018-11-20,Home Loan,Online,364422,266,ACC002207,2018-07-29,224090,2635.850975,530,2,4,2,4,0,0,0,0,0,2022-12-31,59.24,0,0,0.61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2.25,1,0,0,1,0.2455786944,0,568.72323191,9,12,1,2,1,High,1,1,B2,0,500,2120,-2,2,0.4,1,81619,14701.341077,0,0,194,,0.1333333333,1,0,4,0,0,7971.73,7.5265971125,4.0720144812,0.2455786944,0,0,0,0,0,0,12,45,37.947331922,0,0,1,1,1,0,150,0,JU,1,0,-646,-92,Fast,1,0,1,0,1,0,0,0,Long,7,1,0,43,7,0,1,Late,1,0,0,0,1,5,0.5924,High,0.0001625588,296.2,0,5,11.226456363,0,0,7437.1836735,0.2338845076,9,2023,0,0,0,0.001478652,538.8533054,0,0,0,4,0,7437.1836735,0,1,1,1,0,0,0,0.39,6,0,0,0,0,0,0,0,0,703.35882171,M,0,66.51794161,1,0,500,500,Low,-173.3588217,0,0,372780.17551,616.67941085,0,0,0,0,0,0,0.0671027171,0.0055918931,0,0,0,0,310.75379476,0,0,0,0.52,High,0,0,0,0,0,,,,,,,Short,50+,,,,,,,,0,0,1,0
CUST002208,32,M,Single,Post Graduate,Self-Employed,5581.0207676,Owned,Monicaville,California,APP002208,2016-03-18,Home Loan,Branch,231978,241,ACC002208,2016-01-04,96349,1875.0508457,331,8,5,0,2,0,0,0,0,0,2022-12-31,74.54,1,1,0.68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5172144222,0,636.45188281,12,5,0,0.625,0,High,0,0,B8,0,300,662,3,0.25,0,0,116453,10845.559711,3,0,51,,0.1333333333,1,0,1,1,0,20298.08,2.9559446017,1.9334340982,0.5172144222,0,0,0,0,0,0,12,0,37.947331922,0,0,1,1,1,0,150,0,JU,1,0,-717,-103,Fast,1,0,0,1,3,0,1,0,Short,4,1,0,49,8,0,1,Late,0,0,0,0,1,7,0.7454,High,0.0003213236,521.78,0,7,5.9110205122,1,0,17844.461538,0.4925850427,6,2023,0,0,0,0.0003057636,70.930438771,0,1,0,1,0,17844.461538,0,1,1,1,0,0,0,0.32,6,0,0,0,0,0,0,0,0,712.91329196,M,0,91.598714172,1,0,300,300,Low,-381.913292,0,0,235974.29964,521.95664598,0,0,0,0,1,0,0.0756751927,0.0063062661,0,0,0,0,194.39030764,0,0,0,0.569,High,0,0,0,0,0,,,,,,,Short,25-,,,,,,,,0,0,1,0
CUST002209,21,F,Married,Post Graduate,Salaried,16784.88598,Owned,North Morgan,North Carolina,APP002209,2018-07-27,Personal Loan,Online,74192,17,ACC002209,2018-04-21,7816,4867.9680627,334,1,4,2,0,1,0,0,0.9962305494,0,2022-12-31,18.4,0,0,1.05,0,1,0,0,0,0,0,0,30,60,90,0,0,0,1,90,13.5,4,3,2,0,0.0931498594,0,504.01472448,11,8,2,4,0,Very High,0,1,B1,0,300,0,-3,0,2,0,24816,2480.6835377,2,0,59,,0.1333333333,1,0,4,0,1,1622.95,36.969715641,10.73538926,0.0931498594,0,0,0,0,0,0,12,360,37.947331922,2,1,1,1,1,0,150,0,JU,1,0,-693,-99,Fast,1,0,1,0,1,0,0,0,Long,1,0,0,46,7,0,1,Late,1,0,0,1,0,1,0.184,Mid,0.0002480052,18.4,0,1,4.258279286,0,0,1514.122449,0.0887141518,8,2023,0,0,0,0.0027548209,204.38567493,0,0,0,4,0,1514.122449,0,1,1,1,0,1,0,-0.05,10,0,0,1,0,0,1,0,0,631.25915938,M,0,82.256266242,1,0,300,300,Low,-297.2591594,0,0,210840.55923,482.62957969,0,0,0,0,1,0,0.1489977948,0.0124164829,90,900,3,30,230.59975081,1,0,0,0.866,Very High,1,1,1,0,0,,,,,,,Short,<25,,,,,,,,0.1590106007,0,1,0
